sentence1	sentence2	paraphrase_types	sentence1_segment_location	sentence2_segment_location	sentence1_tokenized	sentence2_tokenized	id
"""There is no conscious policy on the part of the United States to move the dollar at all,"" Snow said."	"""There is no conscious policy of the United States, I can assure you of this, to move the dollar at all,"" he said."	[2, 3, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 3, 3, 3, 3, 3, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7]	[0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]	"['``', 'There', 'is', 'no', 'conscious', 'policy', 'on', 'the', 'part', 'of', 'the', 'United', 'States', 'to', 'move', 'the', 'dollar', 'at', 'all', ',', ""''"", 'Snow', 'said', '.']"	"['``', 'There', 'is', 'no', 'conscious', 'policy', 'of', 'the', 'United', 'States', ',', 'I', 'can', 'assure', 'you', 'of', 'this', ',', 'to', 'move', 'the', 'dollar', 'at', 'all', ',', ""''"", 'he', 'said', '.\n']"	d646bf78560b4db0a14960c87c3831df
Rambus Inc. (nasdaq: RMBS - news - people) shot up 38 percent, making it the biggest percentage gainer on the Nasdaq.	Rambus Inc. shot up almost 33 percent, making it the biggest percentage gainer on the Nasdaq.	[6, 7, 0, 0, 0, 0, 0]	[6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[7, 7, 7, 7, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['Rambus', 'Inc.', '(', 'nasdaq', ':', 'RMBS', '-', 'news', '-', 'people', ')', 'shot', 'up', '38', 'percent', ',', 'making', 'it', 'the', 'biggest', 'percentage', 'gainer', 'on', 'the', 'Nasdaq', '.']	['Rambus', 'Inc.', 'shot', 'up', 'almost', '33', 'percent', ',', 'making', 'it', 'the', 'biggest', 'percentage', 'gainer', 'on', 'the', 'Nasdaq', '.\n']	1a57f87e2b64476a85ebfd070a9400c5
Neither military action nor large-scale bribery can solve the North Korean problem, Wolfowitz said.	"Indeed, Wolfowitz admitted Saturday that neither military action nor ""large scale bribery"" would solve the issue."	[1, 2, 5, 6, 7, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[7, 7, 0, 2, 7, 0, 7, 7, 7, 7, 6, 6, 6, 6, 6, 1, 1, 7, 2, 6]	['Neither', 'military', 'action', 'nor', 'large-scale', 'bribery', 'can', 'solve', 'the', 'North', 'Korean', 'problem', ',', 'Wolfowitz', 'said', '.']	"['Indeed', ',', 'Wolfowitz', 'admitted', 'Saturday', 'that', 'neither', 'military', 'action', 'nor', '``', 'large', 'scale', 'bribery', ""''"", 'would', 'solve', 'the', 'issue', '.\n']"	5896e3a251344fafbde4d57020cc30f1
IAAF council member Jose Maria Odriozola said Drummond should be excluded from the championships.	"""I have proposed to the [IAAF] council that Drummond be excluded from the championships."""	[1, 2, 5, 6, 7, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[0, 2, 1, 1, 7, 7, 7, 7, 7, 7, 0, 6, 1, 1, 6, 6, 6, 6, 0]	['IAAF', 'council', 'member', 'Jose', 'Maria', 'Odriozola', 'said', 'Drummond', 'should', 'be', 'excluded', 'from', 'the', 'championships', '.']	"['``', 'I', 'have', 'proposed', 'to', 'the', '[', 'IAAF', ']', 'council', 'that', 'Drummond', 'be', 'excluded', 'from', 'the', 'championships', '.', ""''\n""]"	e04ff0c131fe4b1c9d0f3ef71f78cfb0
Seattle Deputy Police Chief Clark Kimerer said the exercise here went well, with some aspects, including the communication system linking various agencies, working better than expected.	Police Deputy Chief Clark Kimerer said the exercise went well, with some aspects, including the communication system between varying agencies, working better than expected.	[4, 6, 7, 0, 0, 0, 0]	[7, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 7, 7, 7, 7, 7, 7]	['Seattle', 'Deputy', 'Police', 'Chief', 'Clark', 'Kimerer', 'said', 'the', 'exercise', 'here', 'went', 'well', ',', 'with', 'some', 'aspects', ',', 'including', 'the', 'communication', 'system', 'linking', 'various', 'agencies', ',', 'working', 'better', 'than', 'expected', '.']	['Police', 'Deputy', 'Chief', 'Clark', 'Kimerer', 'said', 'the', 'exercise', 'went', 'well', ',', 'with', 'some', 'aspects', ',', 'including', 'the', 'communication', 'system', 'between', 'varying', 'agencies', ',', 'working', 'better', 'than', 'expected', '.\n']	4c1abd5e75d74bc08e7287b73baa82d6
There's also a flaw that results because IE does not implement an appropriate block on a file download dialog box.	The second vulnerability is a result of IE not implementing a block on a file download dialog box.	[2, 5, 6, 7, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 7, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7]	"['There', ""'s"", 'also', 'a', 'flaw', 'that', 'results', 'because', 'IE', 'does', 'not', 'implement', 'an', 'appropriate', 'block', 'on', 'a', 'file', 'download', 'dialog', 'box', '.']"	['The', 'second', 'vulnerability', 'is', 'a', 'result', 'of', 'IE', 'not', 'implementing', 'a', 'block', 'on', 'a', 'file', 'download', 'dialog', 'box', '.\n']	1658b6657ed145129c4f5d048ee74177
"""I love the Catholic Church with all my heart, mind, soul and strength,"" said Troy, who spoke quickly but in a steady voice."	"""I love the Catholic Church with all my heart, mind, soul and strength,"" he said."	[2, 6, 7, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0]	[7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['``', 'I', 'love', 'the', 'Catholic', 'Church', 'with', 'all', 'my', 'heart', ',', 'mind', ',', 'soul', 'and', 'strength', ',', ""''"", 'said', 'Troy', ',', 'who', 'spoke', 'quickly', 'but', 'in', 'a', 'steady', 'voice', '.']"	"['``', 'I', 'love', 'the', 'Catholic', 'Church', 'with', 'all', 'my', 'heart', ',', 'mind', ',', 'soul', 'and', 'strength', ',', ""''"", 'he', 'said', '.\n']"	6140ff11f54b4141936c8f864d30e586
But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.	Tropical storm warnings were in place Thursday for Jamaica and Haiti and watches for the western Dominican Republic, the southeastern Bahamas and the Turks and Caicos islands.	[2, 3, 4, 6, 7, 0, 0]	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]	['But', 'tropical', 'storm', 'warnings', 'and', 'watches', 'were', 'posted', 'today', 'for', 'Haiti', ',', 'western', 'portions', 'of', 'the', 'Dominican', 'Republic', ',', 'the', 'southeastern', 'Bahamas', 'and', 'the', 'Turk', 'and', 'Caicos', 'islands', '.']	['Tropical', 'storm', 'warnings', 'were', 'in', 'place', 'Thursday', 'for', 'Jamaica', 'and', 'Haiti', 'and', 'watches', 'for', 'the', 'western', 'Dominican', 'Republic', ',', 'the', 'southeastern', 'Bahamas', 'and', 'the', 'Turks', 'and', 'Caicos', 'islands', '.\n']	b2356f6a18a8419a9c7bcf6a79a28453
Microsoft this week released a critical update to fix a bug with its newly released Office 2003 suite.	Microsoft has released a critical update for its newly released office suite, Office 2003.	[1, 2, 4, 6, 7, 0, 0]	[0, 7, 7, 1, 0, 0, 0, 2, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 0]	[7, 1, 1, 7, 7, 7, 2, 4, 4, 4, 4, 4, 4, 4, 4, 7]	['Microsoft', 'this', 'week', 'released', 'a', 'critical', 'update', 'to', 'fix', 'a', 'bug', 'with', 'its', 'newly', 'released', 'Office', '2003', 'suite', '.']	['Microsoft', 'has', 'released', 'a', 'critical', 'update', 'for', 'its', 'newly', 'released', 'office', 'suite', ',', 'Office', '2003', '.\n']	2deea1b9ce34473e9a79fb2b9cf7cac9
Started on Christmas Day in 1931, the Met's matinee broadcasts have introduced opera to millions of people around the world.	"Started on Christmas Day in 1931 with Humperdinck's ""Hansel and Gretel,"" the Met matinee broadcasts have introduced opera to millions of people around the world."	[6, 7, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['Started', 'on', 'Christmas', 'Day', 'in', '1931', ',', 'the', 'Met', ""'s"", 'matinee', 'broadcasts', 'have', 'introduced', 'opera', 'to', 'millions', 'of', 'people', 'around', 'the', 'world', '.']"	"['Started', 'on', 'Christmas', 'Day', 'in', '1931', 'with', 'Humperdinck', ""'s"", '``', 'Hansel', 'and', 'Gretel', ',', ""''"", 'the', 'Met', 'matinee', 'broadcasts', 'have', 'introduced', 'opera', 'to', 'millions', 'of', 'people', 'around', 'the', 'world', '.\n']"	3bca811002e84ad6b149e8cc501a9358
As a teen, he stabbed a 6-year-old boy, nearly killing him, for no apparent reason.	He also told investigators that when he was in his mid-teens, he stabbed a 6-year-old boy for no apparent reason.	[2, 5, 6, 7, 0, 0, 0]	[5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['As', 'a', 'teen', ',', 'he', 'stabbed', 'a', '6-year-old', 'boy', ',', 'nearly', 'killing', 'him', ',', 'for', 'no', 'apparent', 'reason', '.']	['He', 'also', 'told', 'investigators', 'that', 'when', 'he', 'was', 'in', 'his', 'mid-teens', ',', 'he', 'stabbed', 'a', '6-year-old', 'boy', 'for', 'no', 'apparent', 'reason', '.\n']	be2c2af92140415eb6d98cc8726ba1be
"This deterioration of security compounds when nearly all computers rely on a single operating system subject to the same vulnerabilities the world over,"" Geer added."	"""The deterioration of security compounds when nearly all computers rely on a single operating system subject to the same vulnerabilities the world over."""	[2, 5, 6, 7, 0, 0, 0]	[2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 0, 7, 7, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6]	"['This', 'deterioration', 'of', 'security', 'compounds', 'when', 'nearly', 'all', 'computers', 'rely', 'on', 'a', 'single', 'operating', 'system', 'subject', 'to', 'the', 'same', 'vulnerabilities', 'the', 'world', 'over', ',', ""''"", 'Geer', 'added', '.']"	"['``', 'The', 'deterioration', 'of', 'security', 'compounds', 'when', 'nearly', 'all', 'computers', 'rely', 'on', 'a', 'single', 'operating', 'system', 'subject', 'to', 'the', 'same', 'vulnerabilities', 'the', 'world', 'over', '.', ""''\n""]"	328e36c77cd94376aaae8a8ee06ded29
The unemployment rate inched up one-tenth of a percentage point from April's 6 percent to its highest since July 1994.	The unemployment rate rose a tenth of a percentage point to 6.1%, the highest level since July 1994.	[2, 3, 4, 6, 0, 0, 0]	[6, 6, 6, 4, 4, 4, 6, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6]	[6, 6, 6, 4, 4, 4, 6, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6]	"['The', 'unemployment', 'rate', 'inched', 'up', 'one-tenth', 'of', 'a', 'percentage', 'point', 'from', 'April', ""'s"", '6', 'percent', 'to', 'its', 'highest', 'since', 'July', '1994', '.']"	['The', 'unemployment', 'rate', 'rose', 'a', 'tenth', 'of', 'a', 'percentage', 'point', 'to', '6.1', '%', ',', 'the', 'highest', 'level', 'since', 'July', '1994', '.\n']	150124dce6be45cda0eac768e56e8526
"We acted because we saw the existing evidence in a new light, through the prism of our experience on 11 September,"" Rumsfeld said."	"Rather, the US acted because the administration saw ""existing evidence in a new light, through the prism of our experience on September 11""."	[2, 3, 5, 6, 7, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	"['We', 'acted', 'because', 'we', 'saw', 'the', 'existing', 'evidence', 'in', 'a', 'new', 'light', ',', 'through', 'the', 'prism', 'of', 'our', 'experience', 'on', '11', 'September', ',', ""''"", 'Rumsfeld', 'said', '.']"	"['Rather', ',', 'the', 'US', 'acted', 'because', 'the', 'administration', 'saw', '``', 'existing', 'evidence', 'in', 'a', 'new', 'light', ',', 'through', 'the', 'prism', 'of', 'our', 'experience', 'on', 'September', '11', ""''"", '.\n']"	51df01e8072e42bea34c1d312790ef0f
The three-story brick building has apartments on the upper floors and the Snack Bar and Café downstairs.	The three-story brick building houses apartments in the upper floors and the Snack Bar and Caf on its downstairs.	[2, 3, 6, 0, 0, 0, 0]	[6, 6, 6, 6, 2, 6, 2, 6, 6, 6, 6, 6, 6, 6, 6, 2, 3, 6]	[6, 6, 6, 6, 2, 6, 2, 6, 6, 6, 6, 6, 6, 6, 6, 2, 0, 3, 3, 6]	['The', 'three-story', 'brick', 'building', 'has', 'apartments', 'on', 'the', 'upper', 'floors', 'and', 'the', 'Snack', 'Bar', 'and', 'Café', 'downstairs', '.']	['The', 'three-story', 'brick', 'building', 'houses', 'apartments', 'in', 'the', 'upper', 'floors', 'and', 'the', 'Snack', 'Bar', 'and', 'Caf', 'on', 'its', 'downstairs', '.\n']	3d18ab0cd0ab492d8ebd073def9e2b19
Researchers predicted an additional 23 cases of dementia a year for every 10,000 women on the therapy.	This represents an additional 23 cases of dementia per year in every 10,000 women treated.	[2, 6, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 2, 6, 6, 6, 2, 2, 2, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 2, 6, 6, 6, 2, 6]	['Researchers', 'predicted', 'an', 'additional', '23', 'cases', 'of', 'dementia', 'a', 'year', 'for', 'every', '10,000', 'women', 'on', 'the', 'therapy', '.']	['This', 'represents', 'an', 'additional', '23', 'cases', 'of', 'dementia', 'per', 'year', 'in', 'every', '10,000', 'women', 'treated', '.\n']	7e7f68a677e648fe8b16dd9fa5702d79
U.S. prosecutors have arrested more than 130 individuals and have seized more than $17 million in a continuing crackdown on Internet fraud and abuse.	More than 130 people have been arrested and $17 million worth of property seized in an Internet fraud sweep announced Friday by three U.S. government agencies.	[2, 3, 4, 6, 7, 0, 0]	[4, 4, 4, 4, 7, 7, 7, 7, 7, 4, 4, 7, 7, 7, 7, 7, 7, 3, 7, 3, 3, 3, 3, 7, 7, 7]	[7, 7, 7, 7, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 4, 7, 3, 3, 3, 3, 7, 7, 4, 4, 4, 4, 4, 7]	['U.S.', 'prosecutors', 'have', 'arrested', 'more', 'than', '130', 'individuals', 'and', 'have', 'seized', 'more', 'than', '$', '17', 'million', 'in', 'a', 'continuing', 'crackdown', 'on', 'Internet', 'fraud', 'and', 'abuse', '.']	['More', 'than', '130', 'people', 'have', 'been', 'arrested', 'and', '$', '17', 'million', 'worth', 'of', 'property', 'seized', 'in', 'an', 'Internet', 'fraud', 'sweep', 'announced', 'Friday', 'by', 'three', 'U.S.', 'government', 'agencies', '.\n']	4797cca90fe94a8f8961018ba43ca508
Matthew Lovett, 18, who just graduated from Collingswood High School, was among those arrested.	Matthew Lovett, 18, of Oaklyn, N.J., was among those arrested.	[6, 0, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['Matthew', 'Lovett', ',', '18', ',', 'who', 'just', 'graduated', 'from', 'Collingswood', 'High', 'School', ',', 'was', 'among', 'those', 'arrested', '.']	['Matthew', 'Lovett', ',', '18', ',', 'of', 'Oaklyn', ',', 'N.J.', ',', 'was', 'among', 'those', 'arrested', '.\n']	ccac45f97a7844d79f973e41f0af6ffe
Ryan Harvey, an outfielder from Dunedin High School in Florida, was selected with the sixth pick by the Chicago Cubs.	Ryan Harvey, a high school outfielder from Florida, was chosen sixth by the Cubs.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 0, 7, 7, 2, 2, 2, 2, 2, 0, 7, 2, 2, 2, 2, 2, 7, 7, 2, 2, 7]	[0, 0, 0, 0, 7, 7, 0, 0, 2, 0, 0, 2, 2, 0, 0, 2, 0]	['Ryan', 'Harvey', ',', 'an', 'outfielder', 'from', 'Dunedin', 'High', 'School', 'in', 'Florida', ',', 'was', 'selected', 'with', 'the', 'sixth', 'pick', 'by', 'the', 'Chicago', 'Cubs', '.']	['Ryan', 'Harvey', ',', 'a', 'high', 'school', 'outfielder', 'from', 'Florida', ',', 'was', 'chosen', 'sixth', 'by', 'the', 'Cubs', '.\n']	e6567931498347db92930a4a6b99bbbc
The first products are likely to be dongles costing between US$100 and US$150 that will establish connections between consumer electronics devices and PCs.	The first products will likely be dongles costing $100 to $150 that will establish connections between consumer electronics devices and PCs.	[1, 2, 6, 7, 0, 0, 0]	[0, 0, 0, 1, 0, 1, 1, 0, 0, 2, 0, 0, 0, 2, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[7, 7, 7, 1, 0, 1, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['The', 'first', 'products', 'are', 'likely', 'to', 'be', 'dongles', 'costing', 'between', 'US', '$', '100', 'and', 'US', '$', '150', 'that', 'will', 'establish', 'connections', 'between', 'consumer', 'electronics', 'devices', 'and', 'PCs', '.']	['The', 'first', 'products', 'will', 'likely', 'be', 'dongles', 'costing', '$', '100', 'to', '$', '150', 'that', 'will', 'establish', 'connections', 'between', 'consumer', 'electronics', 'devices', 'and', 'PCs', '.\n']	55e910cb8f1a42ecadf9daa5e1cbd692
Under Kansas law, it is illegal for children under the age of 16 to have sexual relations.	In the opinion, Kline noted that it is illegal for children that young to have sexual relations.	[6, 7, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0]	['Under', 'Kansas', 'law', ',', 'it', 'is', 'illegal', 'for', 'children', 'under', 'the', 'age', 'of', '16', 'to', 'have', 'sexual', 'relations', '.']	['In', 'the', 'opinion', ',', 'Kline', 'noted', 'that', 'it', 'is', 'illegal', 'for', 'children', 'that', 'young', 'to', 'have', 'sexual', 'relations', '.\n']	08a3c2e7e7c94f2c9701ccd11f2bdaf3
Former company chief financial officer Franklyn M. Bergonzi pleaded guilty to one count of conspiracy on June 5 and agreed to cooperate with prosecutors.	Last week, former chief financial officer Franklyn Bergonzi pleaded guilty to one count of conspiracy and agreed to cooperate with the government's investigation.	[2, 6, 7, 0, 0, 0, 0]	[6, 7, 6, 6, 6, 2, 2, 2, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 6, 6, 6, 6, 6, 2, 6]	[6, 6, 6, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 2, 7]	['Former', 'company', 'chief', 'financial', 'officer', 'Franklyn', 'M.', 'Bergonzi', 'pleaded', 'guilty', 'to', 'one', 'count', 'of', 'conspiracy', 'on', 'June', '5', 'and', 'agreed', 'to', 'cooperate', 'with', 'prosecutors', '.']	"['Last', 'week', ',', 'former', 'chief', 'financial', 'officer', 'Franklyn', 'Bergonzi', 'pleaded', 'guilty', 'to', 'one', 'count', 'of', 'conspiracy', 'and', 'agreed', 'to', 'cooperate', 'with', 'the', 'government', ""'s"", 'investigation', '.\n']"	f30fdb8f55fb4ab2af4ffa305f8b2864
The Communicator can also consolidate e-mail from multiple screen names and other POP and IMAP accounts into a single application.	AOL Communicator can consolidate e-mail from multiple AOL screen names, as well as from other POP and IMAP-based e-mail accounts.	[2, 4, 6, 7, 0, 0, 0]	[0, 2, 7, 7, 7, 7, 7, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7]	['The', 'Communicator', 'can', 'also', 'consolidate', 'e-mail', 'from', 'multiple', 'screen', 'names', 'and', 'other', 'POP', 'and', 'IMAP', 'accounts', 'into', 'a', 'single', 'application', '.']	['AOL', 'Communicator', 'can', 'consolidate', 'e-mail', 'from', 'multiple', 'AOL', 'screen', 'names', ',', 'as', 'well', 'as', 'from', 'other', 'POP', 'and', 'IMAP-based', 'e-mail', 'accounts', '.\n']	3b1e9629a1fe4183a1d10d3ae06c2a7e
British-based GlaxoSmithKline Plc said earlier this year it would cut off supplies to Canadian drugstores that ship to the United States.	GlaxoSmithKline, the UK drugmaker, has said it would cut off supplies to Canadian stores shipping drugs to the US.	[1, 2, 3, 4, 6, 7, 0]	[2, 3, 3, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 7, 7, 4, 4, 7]	[3, 2, 2, 2, 2, 2, 1, 1, 7, 7, 7, 7, 7, 7, 7, 4, 4, 7, 7, 7, 4, 7]	['British-based', 'GlaxoSmithKline', 'Plc', 'said', 'earlier', 'this', 'year', 'it', 'would', 'cut', 'off', 'supplies', 'to', 'Canadian', 'drugstores', 'that', 'ship', 'to', 'the', 'United', 'States', '.']	['GlaxoSmithKline', ',', 'the', 'UK', 'drugmaker', ',', 'has', 'said', 'it', 'would', 'cut', 'off', 'supplies', 'to', 'Canadian', 'stores', 'shipping', 'drugs', 'to', 'the', 'US', '.\n']	1e747f172d654a57bd0fe2fe1ef7eda9
Several of the questions asked by the audience in the fast-paced forum were new to the candidates.	Several of the audience questions were new to the candidates as well.	[3, 6, 7, 0, 0, 0, 0]	[7, 7, 3, 3, 3, 3, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 3, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7]	['Several', 'of', 'the', 'questions', 'asked', 'by', 'the', 'audience', 'in', 'the', 'fast-paced', 'forum', 'were', 'new', 'to', 'the', 'candidates', '.']	['Several', 'of', 'the', 'audience', 'questions', 'were', 'new', 'to', 'the', 'candidates', 'as', 'well', '.\n']	540d1d2e05434396bfc7f629dbb4af46
The United States accuses Saddam loyalists of attacks on oilfields and pipelines crucial to Iraq's economic recovery.	Loyalists are also believed to be behind attacks on oil pipelines and fields that are crucial to Iraq's economic recovery.	[2, 4, 6, 7, 0, 0, 0]	[4, 4, 4, 4, 7, 4, 4, 4, 7, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7]	[4, 4, 7, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 4, 4, 4, 7, 7, 7, 7, 7, 7]	"['The', 'United', 'States', 'accuses', 'Saddam', 'loyalists', 'of', 'attacks', 'on', 'oilfields', 'and', 'pipelines', 'crucial', 'to', 'Iraq', ""'s"", 'economic', 'recovery', '.']"	"['Loyalists', 'are', 'also', 'believed', 'to', 'be', 'behind', 'attacks', 'on', 'oil', 'pipelines', 'and', 'fields', 'that', 'are', 'crucial', 'to', 'Iraq', ""'s"", 'economic', 'recovery', '.\n']"	865409d926b449488a672696701df278
